iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,population,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,people_vaccinated_per_hundred,year,month,week,year_month,case_fatality_rate,vax_pct_population
ROU,Europe,Romania,2020-02-13,14180,817,162,10,0.0,0.0,0.0,24.0,4.0,19000000,746.316,43.0,8.526,0.526,0.0,2020,2,7,2020-02,1.1425,0.0
ROU,Europe,Romania,2020-02-14,14838,658,171,9,0.0,0.0,0.0,19.0,3.0,19000000,780.947,34.632,9.0,0.474,0.0,2020,2,7,2020-02,1.1524,0.0
ROU,Europe,Romania,2020-02-15,15644,806,181,10,0.0,0.0,0.0,24.0,4.0,19000000,823.368,42.421,9.526,0.526,0.0,2020,2,7,2020-02,1.157,0.0
ROU,Europe,Romania,2020-02-16,16370,726,191,10,0.0,0.0,0.0,21.0,3.0,19000000,861.579,38.211,10.053,0.526,0.0,2020,2,7,2020-02,1.1668,0.0
ROU,Europe,Romania,2020-02-17,17192,822,203,12,0.0,0.0,0.0,0.0,4.0,19000000,904.842,43.263,10.684,0.632,0.0,2020,2,8,2020-02,1.1808,0.0
ROU,Europe,Romania,2020-02-18,18054,862,216,13,0.0,0.0,0.0,25.0,4.0,19000000,950.211,45.368,11.368,0.684,0.0,2020,2,8,2020-02,1.1964,0.0
ROU,Europe,Romania,2020-02-19,18821,767,227,11,0.0,0.0,0.0,23.0,3.0,19000000,990.579,40.368,11.947,0.579,0.0,2020,2,8,2020-02,1.2061,0.0
ROU,Europe,Romania,2020-02-20,19902,1081,245,18,0.0,0.0,0.0,32.0,5.0,19000000,1047.474,56.895,12.895,0.947,0.0,2020,2,8,2020-02,1.231,0.0
ROU,Europe,Romania,2020-02-21,20949,1047,254,9,0.0,0.0,0.0,31.0,5.0,19000000,1102.579,55.105,13.368,0.474,0.0,2020,2,8,2020-02,1.2125,0.0
ROU,Europe,Romania,2020-02-22,22099,1150,266,12,0.0,0.0,0.0,34.0,5.0,19000000,1163.105,60.526,14.0,0.632,0.0,2020,2,8,2020-02,1.2037,0.0
ROU,Europe,Romania,2020-02-23,23272,1173,276,10,0.0,0.0,0.0,35.0,5.0,19000000,1224.842,61.737,14.526,0.526,0.0,2020,2,8,2020-02,1.186,0.0
ROU,Europe,Romania,2020-02-24,24362,1090,291,15,0.0,0.0,0.0,32.0,5.0,19000000,1282.211,57.368,15.316,0.789,0.0,2020,2,9,2020-02,1.1945,0.0
ROU,Europe,Romania,2020-02-25,25632,1270,311,20,0.0,0.0,0.0,38.0,6.0,19000000,1349.053,66.842,16.368,1.053,0.0,2020,2,9,2020-02,1.2133,0.0
ROU,Europe,Romania,2020-02-26,26572,940,321,10,0.0,0.0,0.0,0.0,4.0,19000000,1398.526,49.474,16.895,0.526,0.0,2020,2,9,2020-02,1.208,0.0
ROU,Europe,Romania,2020-02-27,27595,1023,338,17,0.0,0.0,0.0,30.0,5.0,19000000,1452.368,53.842,17.789,0.895,0.0,2020,2,9,2020-02,1.2249,0.0
ROU,Europe,Romania,2020-02-28,28580,985,347,9,0.0,0.0,0.0,0.0,4.0,19000000,1504.211,51.842,18.263,0.474,0.0,2020,2,9,2020-02,1.2141,0.0
ROU,Europe,Romania,2020-02-29,29739,1159,366,19,0.0,0.0,0.0,34.0,5.0,19000000,1565.211,61.0,19.263,1.0,0.0,2020,2,9,2020-02,1.2307,0.0
ROU,Europe,Romania,2020-03-01,30970,1231,380,14,0.0,0.0,0.0,36.0,0.0,19000000,1630.0,64.789,20.0,0.737,0.0,2020,3,9,2020-03,1.227,0.0
ROU,Europe,Romania,2020-03-02,32180,1210,392,12,0.0,0.0,0.0,36.0,6.0,19000000,1693.684,63.684,20.632,0.632,0.0,2020,3,10,2020-03,1.2181,0.0
ROU,Europe,Romania,2020-03-03,33738,1558,412,20,0.0,0.0,0.0,46.0,7.0,19000000,1775.684,82.0,21.684,1.053,0.0,2020,3,10,2020-03,1.2212,0.0
ROU,Europe,Romania,2020-03-04,35079,1341,427,15,0.0,0.0,0.0,40.0,6.0,19000000,1846.263,70.579,22.474,0.789,0.0,2020,3,10,2020-03,1.2173,0.0
ROU,Europe,Romania,2020-03-05,36420,1341,442,15,0.0,0.0,0.0,40.0,6.0,19000000,1916.842,70.579,23.263,0.789,0.0,2020,3,10,2020-03,1.2136,0.0
ROU,Europe,Romania,2020-03-06,37963,1543,460,18,0.0,0.0,0.0,46.0,7.0,19000000,1998.053,81.211,24.211,0.947,0.0,2020,3,10,2020-03,1.2117,0.0
ROU,Europe,Romania,2020-03-07,39305,1342,481,21,0.0,0.0,0.0,40.0,6.0,19000000,2068.684,70.632,25.316,1.105,0.0,2020,3,10,2020-03,1.2238,0.0
ROU,Europe,Romania,2020-03-08,41117,1812,505,24,0.0,0.0,0.0,54.0,9.0,19000000,2164.053,95.368,26.579,1.263,0.0,2020,3,10,2020-03,1.2282,0.0
ROU,Europe,Romania,2020-03-09,42501,1384,521,16,0.0,0.0,0.0,41.0,6.0,19000000,2236.895,72.842,27.421,0.842,0.0,2020,3,11,2020-03,1.2259,0.0
ROU,Europe,Romania,2020-03-10,44557,2056,550,29,0.0,0.0,0.0,61.0,10.0,19000000,2345.105,108.211,28.947,1.526,0.0,2020,3,11,2020-03,1.2344,0.0
ROU,Europe,Romania,2020-03-11,46525,1968,579,29,0.0,0.0,0.0,59.0,9.0,19000000,2448.684,103.579,30.474,1.526,0.0,2020,3,11,2020-03,1.2445,0.0
ROU,Europe,Romania,2020-03-12,48134,1609,597,18,0.0,0.0,0.0,48.0,0.0,19000000,2533.368,84.684,31.421,0.947,0.0,2020,3,11,2020-03,1.2403,0.0
ROU,Europe,Romania,2020-03-13,49647,1513,616,19,0.0,0.0,0.0,45.0,7.0,19000000,2613.0,79.632,32.421,1.0,0.0,2020,3,11,2020-03,1.2408,0.0
ROU,Europe,Romania,2020-03-14,51836,2189,638,22,0.0,0.0,0.0,65.0,10.0,19000000,2728.211,115.211,33.579,1.158,0.0,2020,3,11,2020-03,1.2308,0.0
ROU,Europe,Romania,2020-03-15,54003,2167,661,23,0.0,0.0,0.0,65.0,10.0,19000000,2842.263,114.053,34.789,1.211,0.0,2020,3,11,2020-03,1.224,0.0
ROU,Europe,Romania,2020-03-16,56253,2250,694,33,0.0,0.0,0.0,67.0,11.0,19000000,2960.684,118.421,36.526,1.737,0.0,2020,3,12,2020-03,1.2337,0.0
ROU,Europe,Romania,2020-03-17,58606,2353,719,25,0.0,0.0,0.0,70.0,11.0,19000000,3084.526,123.842,37.842,1.316,0.0,2020,3,12,2020-03,1.2268,0.0
ROU,Europe,Romania,2020-03-18,60418,1812,743,24,0.0,0.0,0.0,54.0,9.0,19000000,3179.895,95.368,39.105,1.263,0.0,2020,3,12,2020-03,1.2298,0.0
ROU,Europe,Romania,2020-03-19,62538,2120,774,31,0.0,0.0,0.0,63.0,10.0,19000000,3291.474,111.579,40.737,1.632,0.0,2020,3,12,2020-03,1.2376,0.0
ROU,Europe,Romania,2020-03-20,64495,1957,793,19,0.0,0.0,0.0,58.0,9.0,19000000,3394.474,103.0,41.737,1.0,0.0,2020,3,12,2020-03,1.2296,0.0
ROU,Europe,Romania,2020-03-21,67218,2723,830,37,0.0,0.0,0.0,81.0,13.0,19000000,3537.789,143.316,43.684,1.947,0.0,2020,3,12,2020-03,1.2348,0.0
ROU,Europe,Romania,2020-03-22,69783,2565,859,29,0.0,0.0,0.0,76.0,12.0,19000000,3672.789,135.0,45.211,1.526,0.0,2020,3,12,2020-03,1.231,0.0
ROU,Europe,Romania,2020-03-23,72126,2343,898,39,0.0,0.0,0.0,70.0,11.0,19000000,3796.105,123.316,47.263,2.053,0.0,2020,3,13,2020-03,1.245,0.0
ROU,Europe,Romania,2020-03-24,74257,2131,925,27,0.0,0.0,0.0,63.0,10.0,19000000,3908.263,112.158,48.684,1.421,0.0,2020,3,13,2020-03,1.2457,0.0
ROU,Europe,Romania,2020-03-25,76709,2452,963,38,0.0,0.0,0.0,73.0,12.0,19000000,4037.316,129.053,50.684,2.0,0.0,2020,3,13,2020-03,1.2554,0.0
ROU,Europe,Romania,2020-03-26,79243,2534,997,34,0.0,0.0,0.0,76.0,12.0,19000000,4170.684,133.368,52.474,1.789,0.0,2020,3,13,2020-03,1.2582,0.0
ROU,Europe,Romania,2020-03-27,82297,3054,1026,29,0.0,0.0,0.0,91.0,15.0,19000000,4331.421,160.737,54.0,1.526,0.0,2020,3,13,2020-03,1.2467,0.0
ROU,Europe,Romania,2020-03-28,85326,3029,1069,43,0.0,0.0,0.0,0.0,15.0,19000000,4490.842,159.421,56.263,2.263,0.0,2020,3,13,2020-03,1.2528,0.0
ROU,Europe,Romania,2020-03-29,88728,3402,1126,57,0.0,0.0,0.0,102.0,17.0,19000000,4669.895,179.053,59.263,3.0,0.0,2020,3,13,2020-03,1.269,0.0
ROU,Europe,Romania,2020-03-30,91716,2988,1168,42,0.0,0.0,0.0,89.0,14.0,19000000,4827.158,157.263,61.474,2.211,0.0,2020,3,14,2020-03,1.2735,0.0
ROU,Europe,Romania,2020-03-31,94344,2628,1209,41,0.0,0.0,0.0,78.0,13.0,19000000,4965.474,138.316,63.632,2.158,0.0,2020,3,14,2020-03,1.2815,0.0
ROU,Europe,Romania,2020-04-01,97793,3449,1265,56,0.0,0.0,0.0,103.0,17.0,19000000,5147.0,181.526,66.579,2.947,0.0,2020,4,14,2020-04,1.2935,0.0
ROU,Europe,Romania,2020-04-02,101390,3597,1304,39,0.0,0.0,0.0,107.0,17.0,19000000,5336.316,189.316,68.632,2.053,0.0,2020,4,14,2020-04,1.2861,0.0
ROU,Europe,Romania,2020-04-03,104810,3420,1341,37,0.0,0.0,0.0,102.0,17.0,19000000,5516.316,180.0,70.579,1.947,0.0,2020,4,14,2020-04,1.2795,0.0
ROU,Europe,Romania,2020-04-04,108600,3790,1394,53,0.0,0.0,0.0,113.0,18.0,19000000,5715.789,199.474,73.368,2.789,0.0,2020,4,14,2020-04,1.2836,0.0
ROU,Europe,Romania,2020-04-05,112093,3493,1437,43,0.0,0.0,0.0,104.0,17.0,19000000,5899.632,183.842,75.632,2.263,0.0,2020,4,14,2020-04,1.282,0.0
ROU,Europe,Romania,2020-04-06,115711,3618,1494,57,0.0,0.0,0.0,108.0,18.0,19000000,6090.053,190.421,78.632,3.0,0.0,2020,4,15,2020-04,1.2911,0.0
ROU,Europe,Romania,2020-04-07,119275,3564,1552,58,0.0,0.0,0.0,106.0,0.0,19000000,6277.632,187.579,81.684,3.053,0.0,2020,4,15,2020-04,1.3012,0.0
ROU,Europe,Romania,2020-04-08,122318,3043,1588,36,0.0,0.0,0.0,91.0,15.0,19000000,6437.789,160.158,83.579,1.895,0.0,2020,4,15,2020-04,1.2983,0.0
ROU,Europe,Romania,2020-04-09,125558,3240,1624,36,0.0,0.0,0.0,97.0,16.0,19000000,6608.316,170.526,85.474,1.895,0.0,2020,4,15,2020-04,1.2934,0.0
ROU,Europe,Romania,2020-04-10,128752,3194,1673,49,0.0,0.0,0.0,95.0,15.0,19000000,6776.421,168.105,88.053,2.579,0.0,2020,4,15,2020-04,1.2994,0.0
ROU,Europe,Romania,2020-04-11,132990,4238,1721,48,0.0,0.0,0.0,127.0,0.0,19000000,6999.474,223.053,90.579,2.526,0.0,2020,4,15,2020-04,1.2941,0.0
ROU,Europe,Romania,2020-04-12,136793,3803,1781,60,0.0,0.0,0.0,114.0,19.0,19000000,7199.632,200.158,93.737,3.158,0.0,2020,4,15,2020-04,1.302,0.0
ROU,Europe,Romania,2020-04-13,141005,4212,1834,53,0.0,0.0,0.0,126.0,21.0,19000000,7421.316,221.684,96.526,2.789,0.0,2020,4,16,2020-04,1.3007,0.0
ROU,Europe,Romania,2020-04-14,145993,4988,1906,72,0.0,0.0,0.0,149.0,24.0,19000000,7683.842,262.526,100.316,3.789,0.0,2020,4,16,2020-04,1.3055,0.0
ROU,Europe,Romania,2020-04-15,149934,3941,1945,39,0.0,0.0,0.0,118.0,19.0,19000000,7891.263,207.421,102.368,2.053,0.0,2020,4,16,2020-04,1.2972,0.0
ROU,Europe,Romania,2020-04-16,154247,4313,2006,61,0.0,0.0,0.0,129.0,0.0,19000000,8118.263,227.0,105.579,3.211,0.0,2020,4,16,2020-04,1.3005,0.0
ROU,Europe,Romania,2020-04-17,159280,5033,2070,64,0.0,0.0,0.0,150.0,25.0,19000000,8383.158,264.895,108.947,3.368,0.0,2020,4,16,2020-04,1.2996,0.0
ROU,Europe,Romania,2020-04-18,163435,4155,2127,57,0.0,0.0,0.0,124.0,20.0,19000000,8601.842,218.684,111.947,3.0,0.0,2020,4,16,2020-04,1.3014,0.0
ROU,Europe,Romania,2020-04-19,167385,3950,2168,41,0.0,0.0,0.0,118.0,19.0,19000000,8809.737,207.895,114.105,2.158,0.0,2020,4,16,2020-04,1.2952,0.0
ROU,Europe,Romania,2020-04-20,171827,4442,2235,67,0.0,0.0,0.0,133.0,22.0,19000000,9043.526,233.789,117.632,3.526,0.0,2020,4,17,2020-04,1.3007,0.0
ROU,Europe,Romania,2020-04-21,176102,4275,2304,69,0.0,0.0,0.0,128.0,21.0,19000000,9268.526,225.0,121.263,3.632,0.0,2020,4,17,2020-04,1.3083,0.0
ROU,Europe,Romania,2020-04-22,182010,5908,2369,65,0.0,0.0,0.0,177.0,29.0,19000000,9579.474,310.947,124.684,3.421,0.0,2020,4,17,2020-04,1.3016,0.0
ROU,Europe,Romania,2020-04-23,187781,5771,2426,57,0.0,0.0,0.0,173.0,28.0,19000000,9883.211,303.737,127.684,3.0,0.0,2020,4,17,2020-04,1.2919,0.0
ROU,Europe,Romania,2020-04-24,193295,5514,2478,52,0.0,0.0,0.0,165.0,27.0,19000000,10173.421,290.211,130.421,2.737,0.0,2020,4,17,2020-04,1.282,0.0
ROU,Europe,Romania,2020-04-25,199420,6125,2566,88,0.0,0.0,0.0,183.0,30.0,19000000,10495.789,322.368,135.053,4.632,0.0,2020,4,17,2020-04,1.2867,0.0
ROU,Europe,Romania,2020-04-26,205510,6090,2651,85,0.0,0.0,0.0,182.0,30.0,19000000,10816.316,320.526,139.526,4.474,0.0,2020,4,17,2020-04,1.29,0.0
ROU,Europe,Romania,2020-04-27,210345,4835,2716,65,0.0,0.0,0.0,145.0,24.0,19000000,11070.789,254.474,142.947,3.421,0.0,2020,4,18,2020-04,1.2912,0.0
ROU,Europe,Romania,2020-04-28,216855,6510,2788,72,0.0,0.0,0.0,195.0,32.0,19000000,11413.421,342.632,146.737,3.789,0.0,2020,4,18,2020-04,1.2857,0.0
ROU,Europe,Romania,2020-04-29,222670,5815,2860,72,0.0,0.0,0.0,174.0,29.0,19000000,11719.474,306.053,150.526,3.789,0.0,2020,4,18,2020-04,1.2844,0.0
ROU,Europe,Romania,2020-04-30,229210,6540,2951,91,0.0,0.0,0.0,196.0,32.0,19000000,12063.684,344.211,155.316,4.789,0.0,2020,4,18,2020-04,1.2875,0.0
ROU,Europe,Romania,2020-05-01,236071,6861,3041,90,0.0,0.0,0.0,205.0,34.0,19000000,12424.789,361.105,160.053,4.737,0.0,2020,5,18,2020-05,1.2882,0.0
ROU,Europe,Romania,2020-05-02,241654,5583,3136,95,0.0,0.0,0.0,167.0,27.0,19000000,12718.632,293.842,165.053,5.0,0.0,2020,5,18,2020-05,1.2977,0.0
ROU,Europe,Romania,2020-05-03,246820,5166,3189,53,0.0,0.0,0.0,154.0,25.0,19000000,12990.526,271.895,167.842,2.789,0.0,2020,5,18,2020-05,1.292,0.0
ROU,Europe,Romania,2020-05-04,252362,5542,3271,82,0.0,0.0,0.0,166.0,27.0,19000000,13282.211,291.684,172.158,4.316,0.0,2020,5,19,2020-05,1.2962,0.0
ROU,Europe,Romania,2020-05-05,258496,6134,3347,76,0.0,0.0,0.0,184.0,30.0,19000000,13605.053,322.842,176.158,4.0,0.0,2020,5,19,2020-05,1.2948,0.0
ROU,Europe,Romania,2020-05-06,265729,7233,3438,91,0.0,0.0,0.0,216.0,36.0,19000000,13985.737,380.684,180.947,4.789,0.0,2020,5,19,2020-05,1.2938,0.0
ROU,Europe,Romania,2020-05-07,273184,7455,3549,111,0.0,0.0,0.0,223.0,37.0,19000000,14378.105,392.368,186.789,5.842,0.0,2020,5,19,2020-05,1.2991,0.0
ROU,Europe,Romania,2020-05-08,278493,5309,3627,78,0.0,0.0,0.0,159.0,26.0,19000000,14657.526,279.421,190.895,4.105,0.0,2020,5,19,2020-05,1.3024,0.0
ROU,Europe,Romania,2020-05-09,285233,6740,3742,115,0.0,0.0,0.0,202.0,33.0,19000000,15012.263,354.737,196.947,6.053,0.0,2020,5,19,2020-05,1.3119,0.0
ROU,Europe,Romania,2020-05-10,291817,6584,3809,67,0.0,0.0,0.0,0.0,32.0,19000000,15358.789,346.526,200.474,3.526,0.0,2020,5,19,2020-05,1.3053,0.0
ROU,Europe,Romania,2020-05-11,297955,6138,3871,62,0.0,0.0,0.0,184.0,30.0,19000000,15681.842,323.053,203.737,3.263,0.0,2020,5,20,2020-05,1.2992,0.0
ROU,Europe,Romania,2020-05-12,303892,5937,3960,89,0.0,0.0,0.0,0.0,29.0,19000000,15994.316,312.474,208.421,4.684,0.0,2020,5,20,2020-05,1.3031,0.0
ROU,Europe,Romania,2020-05-13,310529,6637,4052,92,0.0,0.0,0.0,199.0,33.0,19000000,16343.632,349.316,213.263,4.842,0.0,2020,5,20,2020-05,1.3049,0.0
ROU,Europe,Romania,2020-05-14,318997,8468,4149,97,0.0,0.0,0.0,254.0,42.0,19000000,16789.316,445.684,218.368,5.105,0.0,2020,5,20,2020-05,1.3006,0.0
ROU,Europe,Romania,2020-05-15,325770,6773,4216,67,0.0,0.0,0.0,203.0,33.0,19000000,17145.789,356.474,221.895,3.526,0.0,2020,5,20,2020-05,1.2942,0.0
ROU,Europe,Romania,2020-05-16,333208,7438,4290,74,0.0,0.0,0.0,223.0,37.0,19000000,17537.263,391.474,225.789,3.895,0.0,2020,5,20,2020-05,1.2875,0.0
ROU,Europe,Romania,2020-05-17,341291,8083,4422,132,0.0,0.0,0.0,242.0,40.0,19000000,17962.684,425.421,232.737,6.947,0.0,2020,5,20,2020-05,1.2957,0.0
ROU,Europe,Romania,2020-05-18,348447,7156,4499,77,0.0,0.0,0.0,214.0,35.0,19000000,18339.316,376.632,236.789,4.053,0.0,2020,5,21,2020-05,1.2912,0.0
ROU,Europe,Romania,2020-05-19,357553,9106,4606,107,0.0,0.0,0.0,273.0,45.0,19000000,18818.579,479.263,242.421,5.632,0.0,2020,5,21,2020-05,1.2882,0.0
ROU,Europe,Romania,2020-05-20,366738,9185,4707,101,0.0,0.0,0.0,275.0,45.0,19000000,19302.0,483.421,247.737,5.316,0.0,2020,5,21,2020-05,1.2835,0.0
ROU,Europe,Romania,2020-05-21,373801,7063,4792,85,0.0,0.0,0.0,211.0,35.0,19000000,19673.737,371.737,252.211,4.474,0.0,2020,5,21,2020-05,1.282,0.0
ROU,Europe,Romania,2020-05-22,381723,7922,4869,77,0.0,0.0,0.0,237.0,39.0,19000000,20090.684,416.947,256.263,4.053,0.0,2020,5,21,2020-05,1.2755,0.0
ROU,Europe,Romania,2020-05-23,389102,7379,4967,98,0.0,0.0,0.0,221.0,36.0,19000000,20479.053,388.368,261.421,5.158,0.0,2020,5,21,2020-05,1.2765,0.0
